comment,processed_data
"Greater investment in knowledge management so guidance is easier to find and confidence that the ""right"" version is in hand.  We use the following:  Sharepoint: policy register; external website: guidance for customers and officers; the intranet: for officers.  Onlyt he external website is easy to seach even where you have a fairly good idea what you are looking for.  Teams offers great opportunitites - but without ecosystem rules about what information goes on what platforms under what circumstances it is very time consuming (and unproductive) to try to find out what rules and process apply and need to be followed.  This is why local knowledge ecosystems are created and maintained so that what local staff need most often is at hand..but the problem remains for information needed only occaisionally at a team or work unit level. ","['greater', 'investment', 'knowledge', 'management', 'guidance', 'easy', 'find', 'confidence', 'right', 'version', 'hand', 'use', 'follow', 'Sharepoint', 'policy', 'register', 'external', 'website', 'guidance', 'customer', 'officer', 'intranet', 'officer', 'Onlyt', 'external', 'website', 'easy', 'seach', 'fairly', 'good', 'idea', 'look', 'team', 'offer', 'great', 'opportunitite', 'ecosystem', 'rule', 'information', 'go', 'platform', 'circumstance', 'time', 'consume', 'unproductive', 'try', 'find', 'rule', 'process', 'apply', 'need', 'follow', 'local', 'knowledge', 'ecosystem', 'create', 'maintain', 'local', 'staff', 'need', 'hand', 'problem', 'remain', 'information', 'need', 'occaisionally', 'team', 'work', 'unit', 'level']"
"Is it possible that it isn't the number or level of approvals that is prompting people to see red-tape as an issue? Could it be that it is the frequency that those check points result in changes to work or decisions?  Many check points don't need to slow productivity unless we are getting stopped at every one or the check is taking too long due to the volume and resources.  It would be good to understand the manifestation of ""red-tape"" in different work areas and business processes to parse out what is needed to fix the productivity impact.  For example of staff feel that it is not possible to get the advice or support they need when they are completing the product, prior to its approval, then an investment in knowledge management might provide greater productivity gains than reducing oversight.","['possible', 'isn', 'number', 'level', 'approval', 'prompt', 'people', 'red', 'tape', 'issue', 'frequency', 'check', 'point', 'result', 'change', 'work', 'decision', 'check', 'point', 'don', 'need', 'slow', 'productivity', 'getting', 'stop', 'check', 'take', 'long', 'volume', 'resource', 'good', 'understand', 'manifestation', 'red', 'tape', 'different', 'work', 'area', 'business', 'process', 'parse', 'need', 'fix', 'productivity', 'impact', 'example', 'staff', 'feel', 'possible', 'advice', 'support', 'need', 'complete', 'product', 'prior', 'approval', 'investment', 'knowledge', 'management', 'provide', 'great', 'productivity', 'gain', 'reduce', 'oversight']"
"Procurement processes are now excessive, do not make sense. ","['procurement', 'process', 'excessive', 'sense']"
Corporate card approvals needing to be printed out when these are approved online and signed.,"['corporate', 'card', 'approval', 'need', 'print', 'approve', 'online', 'sign']"
" Times sheets have ridiculous system for field staff. Very hard to do week by week, should allow multiple submission/approvals","['Times', 'sheet', 'ridiculous', 'system', 'field', 'staff', 'hard', 'week', 'week', 'allow', 'multiple', 'submission', 'approval']"
Reduce duplication of effort and increase uptake of systems already available to us,"['reduce', 'duplication', 'effort', 'increase', 'uptake', 'system', 'available']"
No longer need two page response to key selection criteria - but the regions don't know that! ,"['long', 'need', 'page', 'response', 'key', 'selection', 'criterion', 'region', 'don', 'know']"
Recruitment & selection refresher training for panels & senior leaders,"['recruitment', 'selection', 'refresher', 'training', 'panel', 'senior', 'leader']"
"Since the implementation of Connect, processing environmental authority applications and other tasks in Connect has resulted in substantial duplication of effort and loss of time. This has been an ongoing issue for over 24 months. ","['implementation', 'connect', 'process', 'environmental', 'authority', 'application', 'task', 'Connect', 'result', 'substantial', 'duplication', 'effort', 'loss', 'time', 'ongoing', 'issue', '24', 'month']"
Rethink the need to 'automate' complex systems that are better managed by officers. ,"['rethink', 'need', 'automate', 'complex', 'system', 'well', 'manage', 'officer']"
Forms should have approval flows. Using the technology available. ,"['form', 'approval', 'flow', 'technology', 'available']"
Approval of fortnightly HR reports; ,"['approval', 'fortnightly', 'HR', 'report']"
too many Paris approvals;,"['Paris', 'approval']"
 lenghty and slow procurment processes; ,"['lenghty', 'slow', 'procurment', 'process']"
approvals to obtain individuals taxi vouchers; ,"['approval', 'obtain', 'individual', 'taxi', 'voucher']"
approvals for engagement of legal services;,"['approval', 'engagement', 'legal', 'service']"
 corporate card approvals and including hardcopy receipts,"['corporate', 'card', 'approval', 'include', 'hardcopy', 'receipt']"
Simply procurement processes,"['simply', 'procurement', 'process']"
Complex and slow processes take up time and resources and stop departments from being agile and responsive. ,"['complex', 'slow', 'process', 'time', 'resource', 'stop', 'department', 'agile', 'responsive']"
"Stick to HR and policy delegation as outlined in the policy document, don't create local rules unless it relates to performance improvement plan;  ","['stick', 'hr', 'policy', 'delegation', 'outline', 'policy', 'document', 'don', 'create', 'local', 'rule', 'relate', 'performance', 'improvement', 'plan']"
Most approvals are tick box exercises inluding timesheets and corporate card approvals. Instead of ticking boxes very frequently it may be better to have default approval and random checks and e.g. machine learning to detect unusual tansactions which can then be audited.,"['approval', 'tick', 'box', 'exercise', 'inlude', 'timesheet', 'corporate', 'card', 'approval', 'instead', 'tick', 'box', 'frequently', 'well', 'default', 'approval', 'random', 'check', 'machine', 'learn', 'detect', 'unusual', 'tansaction', 'audit']"
The MECS system and/or email system is ineffective and I have seen approvals processes significantly streamlined in other departments.  Consider consulting with DPC and their use of the TRIM system in particular. ,"['MECS', 'system', 'email', 'system', 'ineffective', 'see', 'approval', 'process', 'significantly', 'streamlined', 'department', 'consider', 'consulting', 'DPC', 'use', 'trim', 'system', 'particular']"
"The sound implemention of the TRIM system in DPC for corro, Briefing Notes and financial approvals made a marked difference to all these processes. ","['sound', 'implemention', 'trim', 'system', 'DPC', 'corro', 'Briefing', 'Notes', 'financial', 'approval', 'mark', 'difference', 'process']"
TRIM could be used instead of MECS - this would align better with other departments and would have an easier approvals/tracking process. It provides an easier and more secure filing and storage system for confidential documents. A lot of staff are already very familiar with the program if they've worked in other departments. It allows for better use of electronic signatures and approvals (especially during a time when we're working away from office) and has a great search function so you can do your research before beginning a new piece of corro or a brief. ,"['trim', 'instead', 'MECS', 'align', 'well', 'department', 'easy', 'approval', 'tracking', 'process', 'provide', 'easy', 'secure', 'filing', 'storage', 'system', 'confidential', 'document', 'lot', 'staff', 'familiar', 'program', 've', 'work', 'department', 'allow', 'well', 'use', 'electronic', 'signature', 'approval', 'especially', 'time', 'work', 'away', 'office', 'great', 'search', 'function', 'research', 'begin', 'new', 'piece', 'corro', 'brief']"
"We are inefficient with ""touch it twice / multiple times"" occurrences across the department and the multi-approval process reflects a micro-management approach that filters down through the department - there should be more trust in our people to make correct decisions supported by open leadership to establish revised guidelines around this.","['inefficient', 'touch', 'twice', 'multiple', 'time', 'occurrence', 'department', 'multi', 'approval', 'process', 'reflect', 'micro', 'management', 'approach', 'filter', 'department', 'trust', 'people', 'correct', 'decision', 'support', 'open', 'leadership', 'establish', 'revised', 'guideline']"
"Best practice processes for recruitment and selection would entail a HR database that provides tracking for recruitment processes, candidates, applications, delegate approvals, employee on-boarding and management of talent pipelines for future recruitment processes.  It can also provide employee management for existing employees, allowing compliance and governance of our interactions with our employees to be managed by multiple levels within the department.  ","['good', 'practice', 'process', 'recruitment', 'selection', 'entail', 'hr', 'database', 'provide', 'tracking', 'recruitment', 'process', 'candidate', 'application', 'delegate', 'approval', 'employee', 'boarding', 'management', 'talent', 'pipeline', 'future', 'recruitment', 'process', 'provide', 'employee', 'management', 'exist', 'employee', 'allow', 'compliance', 'governance', 'interaction', 'employee', 'manage', 'multiple', 'level', 'department']"
"Excess reporting particularly over the covid period.  Too much info asked for.  Not a lot used.  A lot of manual re-word and re-submission.  Recruitment has a lot of hoops to jump through.  Unclear rules, a lot of rework. Generally with reporting, too much info asked for. A lot seems not relevant and not well explained.  Manually acquiring information spreadsheets makes it difficult to collected and consolidate accurate information","['Excess', 'report', 'particularly', 'covid', 'period', 'info', 'ask', 'lot', 'lot', 'manual', 'word', 'submission', 'Recruitment', 'lot', 'hoop', 'jump', 'Unclear', 'rule', 'lot', 'rework', 'generally', 'report', 'info', 'ask', 'lot', 'relevant', 'explain', 'manually', 'acquire', 'information', 'spreadsheet', 'make', 'difficult', 'collect', 'consolidate', 'accurate', 'information']"
